zone_name,latitude,longitude,time_hour,is_festival_period,is_monsoon_heavy_rain,previous_incidents,crowd_level,weather_risk,tourist_density,zone_risk,risk_score,risk_label
Girivalam Path - Outer Loop,12.218883458909955,79.08127874655169,0,0,0,2,High,Low,Medium,Medium,55.9,Medium
Girivalam Path - Outer Loop,12.21868855206458,79.07936487187415,16,0,1,4,Low,Low,Medium,Medium,55.6,Medium
Girivalam Path - Outer Loop,12.221141595253133,79.07902233090107,6,0,0,0,Low,Low,High,Medium,45.0,Medium
Girivalam Path - Outer Loop,12.220753454053916,79.07846452025169,0,0,0,2,Medium,Low,Low,Medium,51.5,Medium
Girivalam Path - Outer Loop,12.220562796026531,79.08073556306545,7,0,0,2,Low,Medium,Medium,Medium,52.8,Medium
Girivalam Path - Outer Loop,12.218778785406524,79.07965124573731,9,0,0,2,Medium,Low,Low,Medium,26.9,Low
Girivalam Path - Outer Loop,12.220475183991024,79.08060388426915,9,0,1,4,Medium,Low,High,Medium,52.0,Medium
Girivalam Path - Outer Loop,12.219045475498516,79.08192412315209,14,0,1,2,High,High,Medium,Medium,39.6,Medium
Girivalam Path - Outer Loop,12.220622469343244,79.07906140818032,23,0,0,5,Medium,Low,Low,Medium,72.2,High
Girivalam Path - Outer Loop,12.218868487521815,79.07962286055745,23,0,0,1,High,High,Medium,Medium,66.5,Medium
Girivalam Path - Outer Loop,12.218296673802607,79.07989279627411,8,0,1,2,Medium,High,Medium,Medium,53.6,Medium
Girivalam Path - Outer Loop,12.219298810446704,79.08072886521084,4,0,1,2,Low,Medium,Medium,Medium,71.5,High
Girivalam Path - Outer Loop,12.219550773475488,79.0783101013509,22,0,0,0,High,Medium,Medium,Medium,45.4,Medium
Girivalam Path - Outer Loop,12.221901933836993,79.07890928340152,7,0,0,0,Medium,Low,Medium,Medium,25.0,Low
Girivalam Path - Outer Loop,12.218481328181559,79.07978655592127,22,1,0,2,Low,Low,High,Medium,63.3,Medium
Girivalam Path - Outer Loop,12.220440273855862,79.07846797656538,22,0,0,0,Medium,Low,Medium,Medium,45.2,Medium
Girivalam Path - Outer Loop,12.218806930418618,79.07993190602124,1,0,0,0,High,Low,High,Medium,38.1,Medium
Girivalam Path - Outer Loop,12.221942460809144,79.08051183562236,0,0,0,2,High,Low,Low,Medium,40.0,Medium
Girivalam Path - Outer Loop,12.221152415281368,79.0815321446858,10,0,0,0,High,Low,Medium,Medium,20.6,Low
Girivalam Path - Outer Loop,12.22019689748598,79.08041715337035,0,0,0,1,Medium,Low,Low,Medium,47.3,Medium
Girivalam Path - Outer Loop,12.218564049327696,79.08050714195875,20,0,0,2,Medium,Low,High,Medium,31.7,Medium
Girivalam Path - Outer Loop,12.219935358491563,79.07850809073776,13,0,0,1,Low,Low,Low,Medium,27.8,Low
Girivalam Path - Outer Loop,12.220716520337593,79.08090009675469,15,0,1,2,High,High,Medium,Medium,40.8,Medium
Girivalam Path - Outer Loop,12.2190162890151,79.0807467582125,8,0,0,3,Low,Low,Low,Medium,40.1,Medium
Girivalam Path - Outer Loop,12.218419934158138,79.07917603110067,17,0,0,1,Medium,High,High,Medium,47.0,Medium
Girivalam Path - Outer Loop,12.218828205628109,79.07966253515993,14,0,0,4,High,High,High,Medium,60.3,Medium
Girivalam Path - Outer Loop,12.218494252798378,79.08056502427837,9,0,0,3,Medium,Medium,Low,Medium,34.7,Medium
Girivalam Path - Outer Loop,12.220641892341837,79.08076352480353,14,0,0,2,Low,Medium,Medium,Medium,46.4,Medium
Girivalam Path - Outer Loop,12.219541255848968,79.08111531448235,16,0,0,1,High,Low,High,Medium,30.6,Medium
Girivalam Path - Outer Loop,12.21854997724455,79.08038330881297,14,0,1,1,Medium,Low,Low,Medium,18.2,Low
Girivalam Path - Outer Loop,12.2193142730626,79.07912205678305,5,0,1,1,Medium,High,Medium,Medium,41.5,Medium
Girivalam Path - Outer Loop,12.22169958960942,79.07870519538179,8,1,0,3,Low,Medium,Medium,Medium,59.7,Medium
Girivalam Path - Outer Loop,12.219456890993298,79.08112077219945,10,0,0,3,Medium,Low,Medium,Medium,38.6,Medium
Girivalam Path - Outer Loop,12.218228208037337,79.07822698796934,8,0,0,2,High,Low,Low,Medium,26.3,Low
Girivalam Path - Outer Loop,12.220269905860329,79.07838198276407,15,0,0,3,Medium,High,Medium,Medium,53.6,Medium
Girivalam Path - Outer Loop,12.21828102168587,79.0818563601152,12,1,0,3,Medium,Medium,High,Medium,54.0,Medium
Girivalam Path - Outer Loop,12.221630558795724,79.07967830656106,2,0,0,0,High,Low,Low,Medium,27.1,Low
Girivalam Path - Outer Loop,12.218177898794968,79.08175199222165,9,0,0,4,High,Low,Low,Medium,33.1,Medium
Girivalam Path - Outer Loop,12.220385553074703,79.08039937476742,1,0,0,0,Low,Medium,Low,Medium,55.3,Medium
Girivalam Path - Outer Loop,12.220922415226992,79.07893182072134,7,0,0,3,Medium,Low,Medium,Medium,37.6,Medium
Girivalam Path - Outer Loop,12.218594879333311,79.07873190881548,12,0,0,1,Medium,Medium,Medium,Medium,38.5,Medium
Girivalam Path - Outer Loop,12.221456485679555,79.08161865454201,22,0,0,2,Low,Low,Low,Medium,72.6,High
Girivalam Path - Outer Loop,12.219569340007865,79.0817908912123,21,0,0,2,Medium,Low,Low,Medium,26.8,Low
Girivalam Path - Outer Loop,12.21827361047993,79.07805645053897,16,0,0,3,High,Medium,Medium,Medium,48.2,Medium
Girivalam Path - Outer Loop,12.219224751413648,79.07844633017179,6,0,1,1,Medium,Low,High,Medium,44.5,Medium
Girivalam Path - Outer Loop,12.220663932185056,79.08141414638156,7,0,0,3,Low,Medium,Low,Medium,54.6,Medium
Girivalam Path - Outer Loop,12.218673017677059,79.0816635361498,8,0,0,0,Low,Low,High,Medium,39.8,Medium
Girivalam Path - Outer Loop,12.221460686964686,79.0809260937783,16,0,0,1,High,Medium,Low,Medium,31.0,Medium
Girivalam Path - Outer Loop,12.221472518679505,79.08151733257183,19,0,0,3,High,Low,High,Medium,36.8,Medium
Girivalam Path - Outer Loop,12.219399674390242,79.07916757588033,14,0,0,2,High,Low,Low,Medium,25.3,Low
Girivalam Path - Outer Loop,12.220505302325122,79.08072098161149,6,0,0,3,Low,Low,Low,Medium,44.8,Medium
Girivalam Path - Outer Loop,12.221885647849003,79.07868552017057,4,0,1,2,Medium,Low,High,Medium,52.0,Medium
Girivalam Path - Outer Loop,12.221569138579977,79.08170164935724,16,1,0,1,High,Medium,High,Medium,34.2,Medium
Girivalam Path - Outer Loop,12.218445544731374,79.08067493433032,6,0,1,3,Medium,Low,High,Medium,34.8,Medium
Girivalam Path - Outer Loop,12.221574530108484,79.08059692077592,22,0,0,8,Medium,Low,Low,Medium,63.2,Medium
Girivalam Path - Outer Loop,12.22175000498619,79.07841301001085,15,1,0,3,Medium,Medium,Low,Medium,46.7,Medium
Girivalam Path - Outer Loop,12.22090734545368,79.08093427086584,1,0,1,4,High,Low,Medium,Medium,69.1,Medium
Girivalam Path - Outer Loop,12.220348382167172,79.07825327713073,9,0,0,0,Low,Low,Low,Medium,28.7,Low
Girivalam Path - Outer Loop,12.218288145533991,79.07963871466978,21,0,1,0,High,Low,Low,Medium,12.8,Low
Girivalam Path - Outer Loop,12.22090906104849,79.079666778642,0,0,0,4,Medium,Low,Medium,Medium,65.2,Medium
Girivalam Path - Outer Loop,12.22124043389813,79.07886791672189,6,0,0,1,High,Low,Low,Medium,22.3,Low
Girivalam Path - Outer Loop,12.218398960162686,79.08082142670845,16,0,0,2,Medium,Low,High,Medium,35.4,Medium
Girivalam Path - Outer Loop,12.218353288013802,79.07856601009404,19,1,0,3,Low,High,Low,Medium,55.9,Medium
Girivalam Path - Outer Loop,12.220360885858115,79.07953190409489,0,1,0,2,High,Medium,Low,Medium,59.8,Medium
Girivalam Path - Outer Loop,12.219756564121644,79.08138563892857,23,0,0,0,High,Medium,Low,Medium,46.9,Medium
Girivalam Path - Outer Loop,12.221918097459575,79.08041829525101,13,0,1,6,Low,Low,High,Medium,66.8,Medium
Girivalam Path - Outer Loop,12.22054124128597,79.07882050665823,1,0,0,1,High,Low,High,Medium,41.2,Medium
Girivalam Path - Outer Loop,12.220205285905049,79.07824778983887,14,0,1,2,Medium,Low,Medium,Medium,22.8,Low
Girivalam Path - Outer Loop,12.219573789470816,79.08081965612729,10,1,0,1,Low,Medium,High,Medium,47.5,Medium
Girivalam Path - Outer Loop,12.218565098897429,79.08012770871557,0,0,0,0,Low,Low,Low,Medium,46.7,Medium
Girivalam Path - Outer Loop,12.220863753147434,79.07847797960319,13,0,0,4,High,Low,Medium,Medium,39.7,Medium
Girivalam Path - Outer Loop,12.219243722392234,79.07921159839489,5,0,0,1,Low,Low,Medium,Medium,30.3,Medium
Girivalam Path - Outer Loop,12.21828195706705,79.07812065586234,9,0,0,1,Low,Medium,Medium,Medium,49.1,Medium
Girivalam Path - Outer Loop,12.220068075908934,79.07891145706606,22,0,0,2,Medium,High,Low,Medium,71.7,High
Girivalam Path - Outer Loop,12.220836683807882,79.08040868032455,19,0,0,3,High,Low,Low,Medium,22.5,Low
Girivalam Path - Outer Loop,12.218836766301045,79.07868093089587,14,0,0,4,Medium,Low,High,Medium,50.5,Medium
Girivalam Path - Outer Loop,12.221344161818369,79.08060030439736,23,0,1,1,Medium,Low,Low,Medium,48.1,Medium
Girivalam Path - Outer Loop,12.219722772175647,79.07823407467608,18,0,0,5,High,Low,Medium,Medium,43.9,Medium
Girivalam Path - Outer Loop,12.218384004425502,79.07946857374134,5,0,0,2,High,Low,High,Medium,31.7,Medium
Girivalam Path - Outer Loop,12.219067810341103,79.07997690070052,11,0,0,1,High,High,High,Medium,41.1,Medium
Girivalam Path - Outer Loop,12.219009908820293,79.0782120083106,21,0,1,0,High,Low,Medium,Medium,17.7,Low
Girivalam Path - Outer Loop,12.22150544871823,79.07940165950197,23,0,0,3,Medium,High,Medium,Medium,76.9,High
Girivalam Path - Outer Loop,12.221274237128531,79.07850419923976,17,0,0,2,Medium,High,Low,Medium,48.2,Medium
Girivalam Path - Outer Loop,12.221779700908126,79.07924025657886,7,0,0,0,Low,Low,High,Medium,34.9,Medium
Girivalam Path - Outer Loop,12.218959070885969,79.07871501914404,15,0,1,1,Medium,Medium,Low,Medium,20.8,Low
Girivalam Path - Outer Loop,12.2216858929678,79.08020160705739,13,0,1,1,High,Medium,Medium,Medium,26.9,Low
Girivalam Path - Outer Loop,12.21869663924373,79.08056253095816,13,0,0,3,Medium,Medium,Medium,Medium,47.4,Medium
Girivalam Path - Outer Loop,12.22147821873164,79.0800926965738,12,0,0,1,High,Medium,High,Medium,39.3,Medium
Girivalam Path - Outer Loop,12.219750915387678,79.08152030610287,22,0,0,3,Medium,Medium,High,Medium,70.1,High
Girivalam Path - Outer Loop,12.219257983606965,79.08131694345313,6,0,0,1,Medium,Medium,Medium,Medium,34.2,Medium
Girivalam Path - Outer Loop,12.22086043966765,79.0816062718196,9,0,0,4,High,Low,High,Medium,45.2,Medium
Girivalam Path - Outer Loop,12.220173302209293,79.08179032136886,22,0,0,6,High,High,Low,Medium,81.8,High
Girivalam Path - Outer Loop,12.220185183115557,79.07882498275401,21,1,0,4,High,Medium,Low,Medium,42.9,Medium
Girivalam Path - Outer Loop,12.220601191621677,79.07953560519803,0,0,0,4,Low,Low,High,Medium,77.9,High
Girivalam Path - Outer Loop,12.219812315410131,79.08097606247351,7,0,0,5,High,Low,High,Medium,48.6,Medium
Girivalam Path - Outer Loop,12.22176173405312,79.08102411756816,15,0,0,2,Low,Low,Medium,Medium,36.4,Medium
Girivalam Path - Outer Loop,12.221143950102794,79.07800232880889,9,0,0,1,Low,Low,Low,Medium,26.2,Low
Girivalam Path - Outer Loop,12.219165390999104,79.08027208506132,5,0,1,1,High,Low,Low,Medium,32.5,Medium
Girivalam Path - Outer Loop,12.218468339453992,79.0793294969893,22,0,0,2,High,Medium,Low,Medium,44.7,Medium
Girivalam Path - Outer Loop,12.219135246329014,79.08068378324099,2,0,0,5,Low,Low,Low,Medium,81.0,High
Girivalam Path - Outer Loop,12.221313554469006,79.07975708301466,13,0,0,1,Low,Low,Low,Medium,28.4,Low
Girivalam Path - Outer Loop,12.22070485401428,79.08199527918453,11,0,0,0,Low,Low,Low,Medium,33.1,Medium
Girivalam Path - Outer Loop,12.218747085253096,79.0797183905499,13,0,0,4,Low,Medium,High,Medium,61.6,Medium
Girivalam Path - Outer Loop,12.219505314861411,79.079579279329,4,0,0,1,Medium,High,Medium,Medium,64.7,Medium
Girivalam Path - Outer Loop,12.219829215621175,79.0817696809938,19,0,1,0,Medium,Medium,High,Medium,30.0,Medium
Girivalam Path - Outer Loop,12.218908197440006,79.07850560010631,22,0,0,1,Low,Medium,Low,Medium,58.0,Medium
Girivalam Path - Outer Loop,12.219708727208456,79.07985404835898,7,0,1,4,Low,Medium,Low,Medium,61.3,Medium
Girivalam Path - Outer Loop,12.218784644320724,79.08062496856934,16,0,0,1,High,Medium,High,Medium,33.9,Medium
Girivalam Path - Outer Loop,12.22108520986605,79.08022702177392,10,1,0,3,Medium,Medium,Low,Medium,44.1,Medium
Girivalam Path - Outer Loop,12.218204099085371,79.08185126167449,18,0,0,1,Medium,Medium,Low,Medium,26.5,Low
Girivalam Path - Outer Loop,12.219658025164893,79.07867367179298,2,0,0,2,Low,Low,Low,Medium,58.3,Medium
Girivalam Path - Outer Loop,12.221976334078867,79.07911908233324,16,0,0,3,High,Low,Medium,Medium,37.4,Medium
Girivalam Path - Outer Loop,12.220620370535755,79.08031355170213,19,0,0,1,Medium,Low,Medium,Medium,22.4,Low
Girivalam Path - Outer Loop,12.21899050510649,79.08150116448401,7,0,0,2,Low,Medium,Low,Medium,49.1,Medium
Girivalam Path - Outer Loop,12.218766226829095,79.079050402575,13,0,1,1,Low,Low,Low,Medium,38.9,Medium
Girivalam Path - Outer Loop,12.218043273999132,79.08075770717274,19,0,0,1,High,Low,Low,Medium,26.3,Low
Girivalam Path - Outer Loop,12.221785576154591,79.08169946759317,2,0,0,1,Medium,Low,Medium,Medium,50.3,Medium
Girivalam Path - Outer Loop,12.221695253378009,79.07865211869995,3,0,0,1,High,Low,Low,Medium,34.3,Medium
Girivalam Path - Outer Loop,12.219028353640004,79.08085772223814,11,0,0,2,High,Low,Low,Medium,21.0,Low
Girivalam Path - Outer Loop,12.221645559898914,79.08049814618485,4,0,1,1,Medium,Low,Medium,Medium,50.9,Medium
Girivalam Path - Outer Loop,12.2197170891298,79.07829415917146,23,0,0,1,Low,Low,Low,Medium,61.8,Medium
Girivalam Path - Outer Loop,12.218254931379015,79.08187696322594,15,0,0,4,Medium,Low,High,Medium,50.9,Medium
Girivalam Path - Outer Loop,12.220148887937757,79.07816665849813,2,0,0,2,Medium,Low,Low,Medium,51.2,Medium
Girivalam Path - Outer Loop,12.21890559809296,79.07840878179748,16,0,0,1,Low,High,Medium,Medium,44.9,Medium
Girivalam Path - Outer Loop,12.220714636912728,79.08066460479172,20,0,0,0,Medium,Medium,Low,Medium,27.5,Low
Girivalam Path - Outer Loop,12.219159344823218,79.08093899450867,22,0,1,0,Low,High,High,Medium,72.7,High
Girivalam Path - Outer Loop,12.218231109895173,79.07913439911087,0,0,0,0,Low,Low,Low,Medium,54.3,Medium
Girivalam Path - Outer Loop,12.221987276990305,79.0780645645908,22,0,1,2,High,Low,Medium,Medium,42.2,Medium
Girivalam Path - Outer Loop,12.219972745449182,79.0796910188484,18,0,0,3,Medium,Medium,Medium,Medium,42.9,Medium
Girivalam Path - Outer Loop,12.220302400725105,79.07985334426665,20,0,0,0,Low,Low,High,Medium,19.4,Low
Girivalam Path - Outer Loop,12.219725444681572,79.08013923879287,16,0,0,3,High,Low,High,Medium,43.1,Medium
Girivalam Path - Outer Loop,12.220305747977427,79.07987899064297,13,0,0,2,Low,Low,Medium,Medium,40.5,Medium
Girivalam Path - Outer Loop,12.218566313036463,79.0788026923009,3,0,0,1,Medium,Low,High,Medium,49.1,Medium
Girivalam Path - Outer Loop,12.21827169209333,79.07906913331666,4,0,0,2,High,Low,High,Medium,50.6,Medium
Girivalam Path - Outer Loop,12.220127771962131,79.07860942170485,9,0,0,1,High,Medium,High,Medium,36.7,Medium
Girivalam Path - Outer Loop,12.219021343306348,79.0785550593491,0,1,0,5,Medium,High,Medium,Medium,83.6,High
Girivalam Path - Outer Loop,12.219451595727477,79.07888931733675,17,0,1,4,Medium,Medium,Medium,Medium,47.3,Medium
Girivalam Path - Outer Loop,12.219959679714627,79.08056344374064,12,0,0,1,High,Low,High,Medium,22.7,Low
Girivalam Path - Outer Loop,12.221354444380399,79.08056040804566,17,0,0,2,Medium,High,Medium,Medium,44.8,Medium
Girivalam Path - Outer Loop,12.218501262208639,79.07880935983691,7,0,0,1,High,Low,High,Medium,31.7,Medium
Girivalam Path - Outer Loop,12.221527376228869,79.08087447479545,11,0,0,2,High,Medium,Low,Medium,39.5,Medium
Girivalam Path - Outer Loop,12.219625208670463,79.0817251177443,1,0,0,3,High,Medium,Medium,Medium,59.3,Medium
Girivalam Path - Outer Loop,12.221749996818769,79.0802440538976,1,0,0,5,Medium,Low,High,Medium,68.3,Medium
Girivalam Path - Outer Loop,12.220441846381608,79.08175925780095,5,0,0,4,Medium,Low,High,Medium,49.5,Medium
Girivalam Path - Outer Loop,12.218938717913607,79.08134511975753,3,0,0,1,Low,High,High,Medium,80.1,High
Girivalam Path - Outer Loop,12.218571115237012,79.08001889979676,5,0,0,0,High,Medium,High,Medium,19.1,Low
Girivalam Path - Outer Loop,12.218456744959886,79.07993527440965,6,0,1,3,High,Medium,Medium,Medium,43.3,Medium
Girivalam Path - Outer Loop,12.221576675714871,79.07926958327896,10,0,0,3,Medium,Low,Low,Medium,40.4,Medium
Girivalam Path - Outer Loop,12.221723559076283,79.0780891246309,10,0,0,0,Low,Low,Medium,Medium,25.1,Low
Girivalam Path - Outer Loop,12.219707469943357,79.07858590767347,1,0,0,3,Low,Low,Low,Medium,63.8,Medium
Girivalam Path - Outer Loop,12.218206220046076,79.07915065457067,7,0,0,3,Low,Medium,High,Medium,60.7,Medium
Girivalam Path - Outer Loop,12.221992986865788,79.07941182253714,22,0,0,1,Low,Medium,High,Medium,68.7,Medium
Girivalam Path - Outer Loop,12.221155754516765,79.08131677897734,0,0,0,0,High,Low,Low,Medium,31.7,Medium
Girivalam Path - Outer Loop,12.221262525242038,79.08069096925803,5,0,0,2,Low,Low,High,Medium,46.7,Medium
Girivalam Path - Outer Loop,12.220847231498183,79.07835004171562,15,0,0,0,Medium,Low,Medium,Medium,31.3,Medium
Girivalam Path - Outer Loop,12.22087328742336,79.07857450418717,8,0,1,2,High,Medium,Medium,Medium,36.8,Medium
Girivalam Path - Outer Loop,12.220676460041291,79.07956612490251,1,0,0,2,High,Low,Medium,Medium,49.6,Medium
Girivalam Path - Outer Loop,12.218021451774419,79.07966045634588,14,0,0,2,Low,Medium,Medium,Medium,52.0,Medium
Sri Ramana Ashram,12.230144943937562,79.06735496135929,13,0,0,0,Low,Medium,Medium,Low,13.6,Low
Sri Ramana Ashram,12.230248120778564,79.06676053244821,18,0,0,0,High,Low,Low,Low,8.3,Low
Sri Ramana Ashram,12.232525640653092,79.06682785691547,3,0,0,1,Low,Low,Low,Low,15.1,Low
Sri Ramana Ashram,12.233049262781766,79.06680571211854,11,0,0,2,High,High,Low,Low,23.9,Low
Sri Ramana Ashram,12.23184212399226,79.06825460086061,0,0,0,2,Medium,Medium,Low,Low,42.3,Medium
Sri Ramana Ashram,12.231102354178889,79.0674892531298,3,0,0,3,Medium,Low,Medium,Low,37.6,Medium
Sri Ramana Ashram,12.232999712323698,79.06648919099182,22,0,0,0,Medium,Low,Medium,Low,5.0,Low
Sri Ramana Ashram,12.2325942766078,79.0654784170458,14,0,1,1,Medium,Low,Low,Low,5.7,Low
Sri Ramana Ashram,12.232752036604275,79.06724878439778,11,0,0,1,Low,Medium,Medium,Low,26.7,Low
Sri Ramana Ashram,12.231497403185383,79.06570976582002,14,0,0,0,Low,Low,High,Low,8.7,Low
Sri Ramana Ashram,12.231028405853445,79.06555197499887,2,0,0,0,Low,Medium,Low,Low,26.7,Low
Sri Ramana Ashram,12.2309561477498,79.06854044434853,13,0,1,0,Medium,Low,Low,Low,5.5,Low
Sri Ramana Ashram,12.23338835906244,79.06788090098118,19,0,0,1,High,High,Low,Low,12.8,Low
Sri Ramana Ashram,12.230865278891667,79.06533173122531,14,0,1,0,High,Low,Medium,Low,8.4,Low
Sri Ramana Ashram,12.23360486176481,79.06769226407388,14,0,0,2,Medium,High,Low,Low,39.2,Medium
Sri Ramana Ashram,12.230201697012062,79.06576351063755,5,0,1,0,Medium,Low,Low,Low,1.5,Low
Sri Ramana Ashram,12.231757940511802,79.06789004195196,10,0,0,0,Medium,Medium,Medium,Low,17.8,Low
Sri Ramana Ashram,12.231970373110197,79.06757894333236,22,0,0,0,High,Low,High,Low,0.0,Low
Sri Ramana Ashram,12.230693527857145,79.06779383934924,8,0,0,0,High,Low,Medium,Low,0.0,Low
Sri Ramana Ashram,12.2320252660022,79.06637026569182,0,0,0,1,Medium,Low,Medium,Low,15.9,Low
Sri Ramana Ashram,12.231477047445244,79.06710187453699,0,0,0,0,High,Low,High,Low,15.4,Low
Sri Ramana Ashram,12.230198083919248,79.06690418588875,1,0,0,1,Low,Medium,High,Low,28.6,Low
Sri Ramana Ashram,12.23217670714758,79.06682838781924,8,0,0,2,Medium,Low,Medium,Low,17.8,Low
Sri Ramana Ashram,12.231072757291086,79.0670477836483,0,0,0,1,Medium,Medium,High,Low,34.3,Medium
Sri Ramana Ashram,12.230993277558316,79.0666133317397,22,0,0,1,High,Medium,High,Low,21.1,Low
Sri Ramana Ashram,12.230643643151591,79.068068631086,4,0,0,0,High,Low,Low,Low,4.7,Low
Sri Ramana Ashram,12.233436385875365,79.06556497496334,19,0,0,0,Low,Low,Low,Low,4.0,Low
Sri Ramana Ashram,12.232029371216163,79.06798992904592,12,1,0,0,High,Medium,Medium,Low,3.6,Low
Sri Ramana Ashram,12.232726797641273,79.06615242415471,4,0,0,1,Medium,Low,Medium,Low,15.4,Low
Sri Ramana Ashram,12.23206505412468,79.06716656941813,11,0,0,0,Low,Low,Low,Low,0.0,Low
Sri Ramana Ashram,12.232366865842874,79.0670810103542,23,0,0,3,Medium,High,High,Low,55.2,Medium
Sri Ramana Ashram,12.230458960932499,79.06524506700619,16,1,0,1,High,Low,Low,Low,0.0,Low
Sri Ramana Ashram,12.23340862358385,79.06869502456422,1,0,0,1,Medium,High,High,Low,43.7,Medium
Sri Ramana Ashram,12.23081780546376,79.06736787964532,16,0,0,0,Low,Medium,Medium,Low,6.3,Low
Sri Ramana Ashram,12.232944709818875,79.06545146379794,12,0,0,0,High,Medium,High,Low,20.2,Low
Sri Ramana Ashram,12.233482729475785,79.06743930161286,7,0,0,1,Medium,Low,Low,Low,10.7,Low
Sri Ramana Ashram,12.2302617674383,79.06556302511655,2,0,1,0,Low,High,Medium,Low,27.6,Low
Sri Ramana Ashram,12.23099412837411,79.06604655103223,10,0,0,0,High,Medium,Medium,Low,14.7,Low
Sri Ramana Ashram,12.231976117381311,79.06775041515307,23,0,0,0,Low,Medium,Medium,Low,15.2,Low
Sri Ramana Ashram,12.231582836582662,79.06591680176545,3,0,0,0,Medium,High,High,Low,34.4,Medium
Sri Ramana Ashram,12.231411033613174,79.06895160562053,23,0,0,1,High,Medium,Low,Low,12.6,Low
Sri Ramana Ashram,12.229990454077406,79.06611153823009,4,0,1,0,Low,High,Low,Low,19.2,Low
Sri Ramana Ashram,12.229977554676964,79.06708733599265,11,0,0,2,Medium,Low,High,Low,23.3,Low
Sri Ramana Ashram,12.231759126506251,79.06860291256338,9,0,0,1,Low,Low,Low,Low,18.2,Low
Sri Ramana Ashram,12.230059083666884,79.06691415185628,12,0,0,1,Medium,Low,Low,Low,11.7,Low
Sri Ramana Ashram,12.230955862634014,79.06736668466141,14,0,0,1,Medium,Low,Medium,Low,3.1,Low
Sri Ramana Ashram,12.232659200050643,79.06914185899664,22,0,0,2,Low,Medium,Low,Low,34.1,Medium
Sri Ramana Ashram,12.232329629188838,79.06630884960244,0,0,0,0,High,High,Low,Low,20.6,Low
Sri Ramana Ashram,12.230220504738549,79.0655651898828,12,0,0,1,Low,Medium,Low,Low,21.3,Low
Sri Ramana Ashram,12.233580936684332,79.06691685326956,15,0,0,2,Low,Low,Medium,Low,17.8,Low
Sri Ramana Ashram,12.229895188000086,79.06537345769978,5,0,0,3,Medium,Medium,Low,Low,19.3,Low
Sri Ramana Ashram,12.230158022891455,79.06818653779008,3,0,0,2,Low,Low,High,Low,36.2,Medium
Sri Ramana Ashram,12.230024598795403,79.06690123611735,1,0,1,1,Low,Low,Medium,Low,21.5,Low
Sri Ramana Ashram,12.230011885946425,79.06628730546666,9,0,0,0,Low,Low,Medium,Low,4.0,Low
Sri Ramana Ashram,12.231675013413714,79.06840398211625,9,0,0,1,High,Medium,Medium,Low,24.0,Low
Sri Ramana Ashram,12.231078177328692,79.06911277291616,1,0,0,0,Medium,Medium,Medium,Low,17.9,Low
Sri Ramana Ashram,12.232468982762374,79.0666785717858,15,0,0,0,Medium,High,Medium,Low,24.7,Low
Sri Ramana Ashram,12.23197323505723,79.06620753552662,12,0,0,1,Medium,Medium,High,Low,16.1,Low
Sri Ramana Ashram,12.231211108259684,79.06660349866591,21,0,0,2,High,Medium,High,Low,27.0,Low
Sri Ramana Ashram,12.232317938135404,79.06846992427236,9,0,1,1,High,Low,Medium,Low,2.7,Low
Sri Ramana Ashram,12.230520209184236,79.06592001866248,19,0,0,1,Low,Medium,Medium,Low,20.3,Low
Sri Ramana Ashram,12.232279135415816,79.06912144832309,23,0,0,0,Medium,Low,High,Low,12.2,Low
Sri Ramana Ashram,12.232801758909265,79.06883842489637,8,0,0,1,Medium,Medium,High,Low,31.2,Medium
Sri Ramana Ashram,12.233654093454874,79.06777391206937,8,0,0,1,High,Medium,Medium,Low,14.2,Low
Sri Ramana Ashram,12.232895159474422,79.06713754596703,11,0,0,0,High,Medium,High,Low,17.6,Low
Sri Ramana Ashram,12.231116378135594,79.0654082199737,12,0,1,0,Medium,Low,Medium,Low,0.0,Low
Sri Ramana Ashram,12.23166184202162,79.06589445887464,11,0,0,2,Low,Low,Low,Low,4.2,Low
Sri Ramana Ashram,12.231953255398611,79.06661414693679,23,0,0,1,High,Low,High,Low,19.3,Low
Sri Ramana Ashram,12.232951736051849,79.06863383465728,12,0,0,1,Medium,Low,Medium,Low,7.3,Low
Sri Ramana Ashram,12.230176413847456,79.06874702554805,15,0,0,1,Low,Low,Medium,Low,8.0,Low
Sri Ramana Ashram,12.230938203452892,79.0677536523043,15,0,0,3,Medium,Low,Medium,Low,33.9,Medium
Sri Ramana Ashram,12.232615767140496,79.06635733081986,17,0,0,0,Low,Medium,Medium,Low,12.9,Low
Sri Ramana Ashram,12.230764324048232,79.06885066035382,6,0,0,0,Medium,Low,Low,Low,2.8,Low
Sri Ramana Ashram,12.233217982154654,79.06684426841345,15,0,0,0,High,Low,High,Low,6.1,Low
Sri Ramana Ashram,12.23316181980249,79.06551042711426,11,0,1,3,Medium,Medium,Medium,Low,29.6,Low
Sri Ramana Ashram,12.23322148837374,79.0662406625187,15,1,0,0,Medium,Medium,Medium,Low,9.3,Low
Sri Ramana Ashram,12.232977227695587,79.06733120368219,10,0,0,2,Medium,Low,Medium,Low,14.8,Low
Sri Ramana Ashram,12.233722026366415,79.06795632573014,7,0,1,0,Medium,Medium,Medium,Low,4.4,Low
Sri Ramana Ashram,12.231372410788905,79.0673928265766,4,0,0,0,Medium,Low,Low,Low,2.5,Low
Sri Ramana Ashram,12.231702915881815,79.0677870586041,4,0,0,0,Low,Low,Low,Low,7.5,Low
